tp_record_share,id_titolo_invio,id_titolo_exp,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,ramo,effetto_titolo,stato_share,id_incasso_exp,cod_garanzia_cmp,descrizione_garanzia_cmp,ramo_bil,codice_provv,aliquota,tipo_premi_delega,netto,diritti,accessori,imponibile,antiracket,tasse,lordo,ssn,provvigioni_totali,provvigioni_acquisto,provvigioni_incasso,collaboratore_1,collaboratore_2,collaboratore_3,provv_tot_c2,provv_tot_c3,provv_acq_c2,provv_acq_c3,filename,data_elaborazione_file,mandato
42,010600000433630,010600000433630,035,4,636,2011010439295,0,Responsabilità civile autoveicoli terrestri,2017-07-15,A,,01,RCA,1,,10.0,Q,68.29,0.0,0.0,68.29,0.0,15.71,84.0,7.17,6.64,6.64,0.0,636,000,000,0.0,0.0,0.0,0.0,42_C_4_636_20240314144430_0_P.csv,2024-02-05,1
42,012200000274185,012200000274185,035,4,706,2021010389604,0,Responsabilità civile autoveicoli terrestri,2024-02-02,P,,IM,INFORTUNI,1,,23.0,Q,6.95,0.0,0.0,6.95,0.0,0.17,7.12,0.0,1.6,1.6,0.0,706,000,000,0.0,0.0,0.0,0.0,42_C_4_706_20240314143541_0_P.csv,2024-02-05,1
42,029800000402734,029800000402734,035,4,283,2012010159419,0,Responsabilità civile autoveicoli terrestri,2016-02-28,P,,41,FURTO VEICOLI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,000,000,0.0,0.0,0.0,0.0,42_C_4_283_20240306125247_0_P.csv,2024-02-02,1
42,000600000170944,000600000170944,035,4,354,2017010442742,0,Responsabilità civile autoveicoli terrestri,2017-07-18,A,,4B,EVENTI SOCIOPOLITICI,1,,14.0,Q,50.0,0.0,0.0,50.0,0.5,6.75,56.75,0.0,7.0,7.0,0.0,354,000,000,0.0,0.0,0.0,0.0,42_C_4_354_20240306135209_0_P.csv,2024-02-03,1
42,000000005220128,000000005220128,035,4,744,2011802110426,0,Responsabilità civile generale,2019-06-28,P,,18,ALTRI DANNI AI BENI,18,Provv. Ricorrente,0.0,Q,123.36,5.22,12.34,140.92,0.0,31.36,172.28,0.0,38.41,19.0,19.41,744,000,000,0.0,0.0,0.0,0.0,42_C_4_744_20240314152042_0_P.csv,2024-02-06,1
42,029600000301254,029600000301254,035,4,260,2019010597057,0,Responsabilità civile autoveicoli terrestri,2019-10-25,P,,ID,INFORTUNI,1,,23.0,Q,3.0,0.0,0.0,3.0,0.0,0.08,3.08,0.0,0.69,0.69,0.0,260,000,000,0.0,0.0,0.0,0.0,42_C_4_260_20240301151751_0_P.csv,2024-02-02,1
42,000000003135761,000000003135761,035,4,250,2012052379525,0,Infortuni,2021-11-15,P,,5,INFORTUNI,5,Provv. Ricorrente,0.0,Q,175.11,3.19,17.52,195.82,0.0,4.9,200.72,0.0,46.22,21.19,25.03,250,002,000,0.0,0.0,0.0,0.0,42_C_4_250_20240301151224_0_P.csv,2024-02-02,1
42,000000002805741,000000002805741,035,4,815,2015102836045,0,Incendio,2017-01-15,P,,10,INCENDIO,10,Provv. Ricorrente,0.0,Q,69.07,4.11,6.9,80.08,0.0,17.82,97.9,0.0,21.47,9.88,11.59,815,003,000,0.0,0.0,0.0,0.0,42_C_4_815_20240314155523_0_P.csv,2024-02-06,1
42,000000004944287,000000004944287,035,4,638,2010052175072,0,Infortuni,2021-10-16,P,,5,INFORTUNI,5,Provv. Ricorrente,0.0,Q,354.64,0.0,35.46,390.1,0.0,9.76,399.86,0.0,89.72,42.91,46.81,638,008,000,0.0,0.0,0.0,0.0,42_C_4_638_20240314144720_0_P.csv,2024-02-05,1
42,000000007428625,000000007428625,035,4,744,2012102477986,0,Incendio,2022-02-06,P,,10,INCENDIO,10,Provv. Ricorrente,0.0,Q,8.22,1.36,0.82,10.4,0.0,2.32,12.72,0.0,3.18,1.27,1.91,744,030,000,0.0,0.0,0.0,0.0,42_C_4_744_20240314152042_0_P.csv,2024-02-06,1
42,027000000473706,027000000473706,035,4,266,2022010102921,0,Responsabilità civile autoveicoli terrestri,2023-03-19,A,,4U,"GARANZIE ACCESSORIE - FORMULA ""UNO""",1,,14.0,Q,2.06,0.0,0.0,2.06,0.02,0.28,2.34,0.0,0.29,0.29,0.0,266,000,000,0.0,0.0,0.0,0.0,42_C_4_266_20240301152159_0_P.csv,2024-02-02,1
42,033000000359525,033000000359525,035,4,174,2020010492256,0,Responsabilità civile autoveicoli terrestri,2020-11-30,P,,01,RCA,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,000,000,0.0,0.0,0.0,0.0,42_C_4_174_20240301114220_0_P.csv,2024-02-01,1
42,028600000260234,028600000260234,035,4,243,2018010634111,0,Responsabilità civile autoveicoli terrestri,2021-11-12,A,,01,RCA,1,,10.5,Q,168.47,0.0,0.0,168.47,0.0,44.65,213.12,17.69,17.28,18.56,-1.28,243,000,000,0.0,0.0,0.0,0.0,42_C_4_243_20240301150311_0_P.csv,2024-02-02,1
42,014200000153023,014200000153023,035,4,802,2012010611826,0,Responsabilità civile autoveicoli terrestri,2013-09-07,P,,ID,INFORTUNI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802,000,000,0.0,0.0,0.0,0.0,42_C_4_802_20240314154513_0_P.csv,2024-02-06,1
42,034900000229126,034900000229126,035,4,259,2015010085282,0,Responsabilità civile autoveicoli terrestri,2024-02-19,P,,4A,EVENTI NATURALI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,000,000,0.0,0.0,0.0,0.0,42_C_4_259_20240301151328_0_P.csv,2024-02-02,1
42,000000002344715,000000002344715,035,4,490,2019032347277,0,Responsabilità civile generale,2019-03-07,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,1003.9,0.0,100.39,1104.29,0.0,245.71,1350.0,0.0,375.45,242.94,132.51,490,050,000,0.0,0.0,0.0,0.0,42_C_4_490_20240306133520_0_P.csv,2024-02-04,1
42,024400000699032,024400000699032,035,4,764,2020010552637,0,Responsabilità civile autoveicoli terrestri,2023-11-15,A,,1A,ASSISTENZA IN VIAGGIO PLUS,1,,20.0,Q,31.45,0.0,0.0,31.45,0.0,3.15,34.6,0.0,6.29,6.29,0.0,764,000,000,0.0,0.0,0.0,0.0,42_C_4_764_20240314153750_0_P.csv,2024-02-06,1
42,000000003890990,000000003890990,035,4,346,2019802331540,0,Responsabilità civile generale,2019-05-16,P,,18,ALTRI DANNI AI BENI,18,Provv. Ricorrente,0.0,Q,133.39,2.41,13.35,149.15,0.0,33.19,182.34,0.0,40.72,21.66,19.06,346,042,000,0.0,0.0,0.0,0.0,42_C_4_346_20240306134429_0_P.csv,2024-02-03,1
42,022400000157501,022400000157501,035,4,549,2023010491828,0,Responsabilità civile autoveicoli terrestri,2023-10-11,P,,01,RCA,1,,11.5,Q,231.7,0.0,0.0,231.7,0.0,61.4,293.1,24.33,26.03,26.02,0.01,549,000,000,0.0,0.0,0.0,0.0,42_C_4_549_20240314140739_0_P.csv,2024-02-04,1
42,015700000376207,015700000376207,035,4,856,2019010481379,0,Responsabilità civile autoveicoli terrestri,2022-08-20,A,,RE,INFORTUNI,1,,23.0,Q,4.12,0.0,0.0,4.12,0.0,0.1,4.22,0.0,0.95,0.95,0.0,856,000,000,0.0,0.0,0.0,0.0,42_C_4_856_20240314152304_0_P.csv,2024-02-06,1
42,034300000362909,034300000362909,035,4,180,2014010283625,0,Responsabilità civile autoveicoli terrestri,2017-05-06,A,,01,RCA,1,,12.0,Q,349.48,0.0,0.0,349.48,0.0,92.62,442.1,36.7,40.97,50.66,-9.69,180,000,000,0.0,0.0,0.0,0.0,42_C_4_180_20240301115032_0_P.csv,2024-02-01,1
42,000000007715148,000000007715148,035,4,283,2016802245500,0,Responsabilità civile generale,2022-06-03,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,302.03,9.12,30.2,341.35,0.0,75.96,417.31,0.0,91.85,46.51,45.34,283,002,000,0.0,0.0,0.0,0.0,42_C_4_283_20240306125247_0_P.csv,2024-02-02,1
42,026800000073758,026800000073758,035,4,257,2018010281713,0,Responsabilità civile autoveicoli terrestri,2020-04-22,A,,5E,NUOVA CRISTALLI,1,,14.0,Q,39.6,0.0,0.0,39.6,0.4,5.35,44.95,0.0,5.54,5.54,0.0,257,000,000,0.0,0.0,0.0,0.0,42_C_4_257_20240301150945_0_P.csv,2024-02-02,1
42,030500000264823,030500000264823,035,4,143,2019010679774,0,Responsabilità civile autoveicoli terrestri,2021-12-06,A,,1B,PERSONA 360,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,000,000,0.0,0.0,0.0,0.0,42_C_4_143_20240301113717_0_P.csv,2024-02-01,1
42,030500000252588,030500000252588,035,4,143,2020010215076,0,Responsabilità civile autoveicoli terrestri,2021-05-08,A,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,6.98,0.0,0.0,6.98,0.07,0.94,7.92,0.0,4.18,0.0,4.18,143,000,000,0.0,0.0,0.0,0.0,42_C_4_143_20240301113717_0_P.csv,2024-02-01,1
42,029800000544992,029800000544992,035,4,283,2021010286766,0,Responsabilità civile autoveicoli terrestri,2022-10-05,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.39,0.0,0.0,13.39,0.0,1.34,14.73,0.0,2.68,2.68,0.0,283,000,000,0.0,0.0,0.0,0.0,42_C_4_283_20240306125247_0_P.csv,2024-02-02,1
42,002900000345323,002900000345323,035,4,470,2019010093214,0,Responsabilità civile autoveicoli terrestri,2021-03-05,A,,41,FURTO VEICOLI,1,,18.0,Q,30.0,0.0,0.0,30.0,0.3,4.05,34.05,0.0,5.4,5.4,0.0,470,000,000,0.0,0.0,0.0,0.0,42_C_4_470_20240306133139_0_P.csv,2024-02-04,1
42,005400000702461,005400000702461,035,4,313,2016010540645,0,Responsabilità civile autoveicoli terrestri,2017-09-24,A,,IM,INFORTUNI,1,,23.0,Q,13.5,0.0,0.0,13.5,0.0,0.34,13.84,0.0,3.11,3.11,0.0,313,000,000,0.0,0.0,0.0,0.0,42_C_4_313_20240306131218_0_P.csv,2024-02-02,1
42,005640975818000,005640975818000,035,4,123,20005640975,0,Vita,2020-06-28,P,,20,Vita,20,,0.0,Q,300.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,123,021,000,0.0,0.0,0.0,0.0,42_C_4_123_20240301113028_0_P.csv,2024-02-01,1
42,004147987483000,004147987483000,035,4,122,20004147987,0,Vita,2012-01-30,P,,20,Vita,20,,0.0,Q,49.0,0.0,1.0,50.0,0.0,0.0,50.0,0.0,2.45,2.45,0.0,122,400,000,0.0,0.0,0.0,0.0,42_C_4_122_20240301112716_0_P.csv,2024-02-01,1
42,026300000106281,026300000106281,035,4,250,2010010748430,0,Responsabilità civile autoveicoli terrestri,2021-06-18,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,19.35,0.0,0.0,19.35,0.19,2.61,21.96,0.0,11.61,0.0,11.61,250,000,000,0.0,0.0,0.0,0.0,42_C_4_250_20240301151224_0_P.csv,2024-02-02,1
42,002200000170450,002200000170450,035,4,216,2014010417332,0,Responsabilità civile autoveicoli terrestri,2019-06-03,A,,5E,NUOVA CRISTALLI,1,,14.0,Q,57.2,0.0,0.0,57.2,0.57,7.72,64.92,0.0,8.01,8.01,0.0,216,000,000,0.0,0.0,0.0,0.0,42_C_4_216_20240301120513_0_P.csv,2024-02-01,1
42,028400000316867,028400000316867,035,4,215,2019010606992,0,Responsabilità civile autoveicoli terrestri,2020-08-27,A,,8C,TUTELA LEGALE - GARANZIA ESTESA,1,,20.0,Q,14.42,0.0,0.0,14.42,0.0,1.8,16.22,0.0,2.88,2.88,0.0,215,000,000,0.0,0.0,0.0,0.0,42_C_4_215_20240301120214_0_P.csv,2024-02-01,1
42,013700000546715,013700000546715,035,4,817,2023010053349,0,Responsabilità civile autoveicoli terrestri,2023-08-03,P,,01,RCA,1,,12.5,Q,40.74,0.0,0.0,40.74,0.0,10.8,51.54,4.28,5.01,5.01,0.0,817,000,000,0.0,0.0,0.0,0.0,42_C_4_817_20240314155811_0_P.csv,2024-02-06,1
42,000000003656311,000000003656311,035,4,353,2017103050443,0,Incendio,2018-04-01,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,19.11,1.12,1.91,22.14,0.0,4.93,27.07,0.0,5.5,2.31,3.19,353,010,000,0.0,0.0,0.0,0.0,42_C_4_353_20240306135020_0_P.csv,2024-02-03,1
42,000000002938764,000000002938764,035,4,545,2017052719836,0,Infortuni,2019-05-09,P,,19,ASSISTENZA,19,Provv. Ricorrente,0.0,Q,6.99,0.0,0.69,7.68,0.0,0.77,8.45,0.0,1.76,0.84,0.92,545,012,000,0.0,0.0,0.0,0.0,42_C_4_545_20240314140405_0_P.csv,2024-02-04,1
42,027000000410827,027000000410827,035,4,266,2016010722141,0,Responsabilità civile autoveicoli terrestri,2020-12-22,A,,01,RCA,1,,11.5,Q,713.23,0.0,0.0,713.23,0.0,189.01,902.24,74.89,80.06,91.78,-11.72,266,000,000,0.0,0.0,0.0,0.0,42_C_4_266_20240301152159_0_P.csv,2024-02-02,1
42,030600000337198,030600000337198,035,4,165,2016010539288,0,Responsabilità civile autoveicoli terrestri,2017-09-18,A,,5E,NUOVA CRISTALLI,1,,14.0,Q,51.5,0.0,0.0,51.5,0.52,6.96,58.46,0.0,7.21,7.21,0.0,165,000,000,0.0,0.0,0.0,0.0,42_C_4_165_20240301112354_0_P.csv,2024-02-01,1
42,034300000521693,034300000521693,035,4,180,2019010013117,0,Responsabilità civile autoveicoli terrestri,2021-12-31,P,,8C,TUTELA LEGALE - GARANZIA ESTESA,1,,22.0,Q,26.4,0.0,0.0,26.4,0.0,3.3,29.7,0.0,5.81,5.81,0.0,180,000,000,0.0,0.0,0.0,0.0,42_C_4_180_20240301115032_0_P.csv,2024-02-01,1
42,000000003567812,000000003567812,035,4,219,2014102741616,0,Incendio,2016-02-07,P,,7,FURTO,7,Provv. Ricorrente,0.0,Q,2433.75,22.24,243.38,2699.37,0.0,600.63,3300.0,0.0,629.09,294.48,334.61,219,037,000,0.0,0.0,0.0,0.0,42_C_4_219_20240301120717_0_P.csv,2024-02-01,1
42,000000003623162,000000003623162,035,4,241,2013102638395,0,Incendio,2017-08-16,P,,9,CRISTALLI,9,Provv. Ricorrente,0.0,Q,59.66,1.89,5.97,67.52,0.0,14.35,81.87,0.0,18.2,9.19,9.01,241,026,000,0.0,0.0,0.0,0.0,42_C_4_241_20240301145910_0_P.csv,2024-02-02,1
42,006000000545825,006000000545825,035,4,301,2020010575953,0,Responsabilità civile autoveicoli terrestri,2021-11-23,P,,IR,INFORTUNI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,000,000,0.0,0.0,0.0,0.0,42_C_4_301_20240306130241_0_P.csv,2024-02-02,1
42,013400000413587,013400000413587,035,4,722,2018010262690,0,Responsabilità civile autoveicoli terrestri,2021-11-06,P,,8B,LINEA VERDE / A TUTTO GAS - TUTELA LEGALE,1,,22.0,Q,15.97,0.0,0.0,15.97,0.16,2.16,18.13,0.0,3.51,3.51,0.0,722,000,000,0.0,0.0,0.0,0.0,42_C_4_722_20240314150509_0_P.csv,2024-02-06,1
42,028500000445866,028500000445866,035,4,231,2017010756184,0,Responsabilità civile autoveicoli terrestri,2021-12-31,A,,42,INCENDIO VEICOLI,1,,18.0,Q,5.0,0.0,0.0,5.0,0.05,0.68,5.68,0.0,0.9,0.9,0.0,231,000,000,0.0,0.0,0.0,0.0,42_C_4_231_20240301121506_0_P.csv,2024-02-01,1
42,0000215.704.845,0000215.704.845,035,4,240,20002537326,0,Vita,2021-04-06,P,,38,,38,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,0.0,6.74,240,000,000,0.0,0.0,0.0,0.0,42_C_4_240_20240301121946_0_P.csv,2024-02-01,1
42,080000000071029,080000000071029,035,4,874,2018010360982,0,Responsabilità civile autoveicoli terrestri,2019-06-10,A,,01,RCA,1,,11.5,Q,220.87,0.0,0.0,220.87,0.0,58.53,279.4,23.19,24.84,26.23,-1.39,874,000,000,0.0,0.0,0.0,0.0,42_C_4_874_20240314153400_0_P.csv,2024-02-06,1
42,005500000355661,005500000355661,035,4,355,2019010361060,0,Responsabilità civile autoveicoli terrestri,2023-12-28,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.91,0.0,0.0,13.91,0.0,1.39,15.3,0.0,2.78,2.78,0.0,355,000,000,0.0,0.0,0.0,0.0,42_C_4_355_20240306135350_0_P.csv,2024-02-03,1
42,029800000488040,029800000488040,035,4,283,2017010761458,0,Responsabilità civile autoveicoli terrestri,2020-01-12,P,,4A,EVENTI NATURALI,1,,14.0,Q,28.0,0.0,0.0,28.0,0.28,3.78,31.78,0.0,3.92,3.92,0.0,283,000,000,0.0,0.0,0.0,0.0,42_C_4_283_20240306125247_0_P.csv,2024-02-02,1
42,027400000645684,027400000645684,035,4,207,2015010468865,0,Responsabilità civile autoveicoli terrestri,2021-08-18,A,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.39,0.0,0.0,13.39,0.0,1.34,14.73,0.0,2.68,2.68,0.0,207,000,000,0.0,0.0,0.0,0.0,42_C_4_207_20240301121236_0_P.csv,2024-02-01,1
42,029600000236167,029600000236167,035,4,260,2013010692312,0,Responsabilità civile autoveicoli terrestri,2017-03-07,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,12.2,0.0,0.0,12.2,0.12,1.65,13.85,0.0,7.32,0.0,7.32,260,000,000,0.0,0.0,0.0,0.0,42_C_4_260_20240301151751_0_P.csv,2024-02-02,1
42,002500007947434,002500007947434,035,4,100,0100070025565,0,Responsabilità civile generale,2017-07-31,P,,7,FURTO,7,Provv. Ricorrente,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,0.0,12.82,100,025,337,0.0,0.0,0.0,0.0,42_C_4_100_20240301111136_0_P.csv,2024-02-01,1
42,016800000160289,016800000160289,035,4,676,2019010506077,0,Responsabilità civile autoveicoli terrestri,2020-10-01,A,,01,RCA,1,,10.0,Q,322.01,0.0,0.0,322.01,0.0,85.33,407.34,33.81,31.42,36.16,-4.74,676,000,000,0.0,0.0,0.0,0.0,42_C_4_676_20240314140629_0_P.csv,2024-02-05,1
42,014700000296697,014700000296697,035,4,823,2020010028237,0,Responsabilità civile autoveicoli terrestri,2023-01-24,P,,RE,INFORTUNI,1,,23.0,Q,3.71,0.0,0.0,3.71,0.0,0.09,3.8,0.0,0.85,0.85,0.0,823,000,000,0.0,0.0,0.0,0.0,42_C_4_823_20240314160343_0_P.csv,2024-02-06,1
42,013600000390235,013600000390235,035,4,815,2019010105903,0,Responsabilità civile autoveicoli terrestri,2020-04-12,P,,4A,EVENTI NATURALI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815,000,000,0.0,0.0,0.0,0.0,42_C_4_815_20240314155523_0_P.csv,2024-02-06,1
42,005400000760142,005400000760142,035,4,313,2017010565038,0,Responsabilità civile autoveicoli terrestri,2018-09-16,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,51.0,0.0,0.0,51.0,0.0,5.1,56.1,0.0,10.2,10.2,0.0,313,000,000,0.0,0.0,0.0,0.0,42_C_4_313_20240306131218_0_P.csv,2024-02-02,1
42,005530667881800,005530667881800,035,4,825,20005530667,0,Vita,2022-01-18,P,,20,Vita,20,,0.0,Q,81.4,0.0,2.58,83.98,0.0,2.1,86.08,0.0,0.0,0.0,0.0,825,000,000,0.0,0.0,0.0,0.0,42_C_4_825_20240314160856_0_P.csv,2024-02-06,1
42,027900000202010,027900000202010,035,4,272,2016010626665,0,Responsabilità civile autoveicoli terrestri,2018-10-25,P,,4V,"GARANZIE ACCESSORIE - FORMULA ""DUE""",1,,14.0,Q,-0.35,0.0,0.0,-0.35,0.0,0.0,-0.35,0.0,-0.02,-0.02,0.0,272,000,000,0.0,0.0,0.0,0.0,42_C_4_272_20240306124640_0_P.csv,2024-02-02,1
42,023800000515481,023800000515481,035,4,748,2012010443993,0,Responsabilità civile autoveicoli terrestri,2017-06-07,P,,01,RCA,1,,0.0,Q,147.03,0.0,0.0,147.03,0.0,38.97,186.0,15.44,14.35,0.0,14.35,748,000,000,0.0,0.0,0.0,0.0,42_C_4_748_20240314152638_0_P.csv,2024-02-06,1
42,023500001010814,023500001010814,035,4,742,2018010640827,0,Responsabilità civile autoveicoli terrestri,2021-11-27,A,,1B,PERSONA 360,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742,000,000,0.0,0.0,0.0,0.0,42_C_4_742_20240314151458_0_P.csv,2024-02-06,1
42,031600000677293,031600000677293,035,4,122,2016010699652,0,Responsabilità civile autoveicoli terrestri,2017-12-30,A,,4A,EVENTI NATURALI,1,,14.0,Q,54.04,0.0,0.0,54.04,0.54,7.3,61.34,0.0,7.57,8.41,-0.84,122,000,000,0.0,0.0,0.0,0.0,42_C_4_122_20240301112716_0_P.csv,2024-02-01,1
42,030800000366183,030800000366183,035,4,153,2022010034182,0,Responsabilità civile autoveicoli terrestri,2022-01-27,P,,01,RCA,1,,10.5,Q,164.64,0.0,0.0,164.64,0.0,43.63,208.27,17.29,16.85,16.85,0.0,153,000,000,0.0,0.0,0.0,0.0,42_C_4_153_20240301112039_0_P.csv,2024-02-01,1
42,015000000815671,015000000815671,035,4,890,2021010491938,0,Responsabilità civile autoveicoli terrestri,2022-10-17,A,,RE,INFORTUNI,1,,23.0,Q,7.2,0.0,0.0,7.2,0.0,0.18,7.38,0.0,1.66,1.66,0.0,890,000,000,0.0,0.0,0.0,0.0,42_C_4_890_20240314154352_0_P.csv,2024-02-06,1
42,065700000021568,065700000021568,035,4,342,2012010656731,0,Responsabilità civile autoveicoli terrestri,2013-04-10,P,,4A,EVENTI NATURALI,1,,14.0,Q,12.88,0.0,0.0,12.88,0.13,1.74,14.62,0.0,1.8,1.8,0.0,342,000,000,0.0,0.0,0.0,0.0,42_C_4_342_20240306134124_0_P.csv,2024-02-03,1
42,018700000205348,018700000205348,035,4,705,2020010100028,0,Responsabilità civile autoveicoli terrestri,2020-08-25,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.39,0.0,0.0,13.39,0.0,1.34,14.73,0.0,2.68,2.68,0.0,705,000,000,0.0,0.0,0.0,0.0,42_C_4_705_20240314143243_0_P.csv,2024-02-05,1
42,001900000285033,001900000285033,035,4,244,2020010628334,0,Responsabilità civile autoveicoli terrestri,2020-12-30,P,,4A,EVENTI NATURALI,1,,14.0,Q,0.42,0.0,0.0,0.42,0.0,0.05,0.47,0.0,0.06,0.06,0.0,244,000,000,0.0,0.0,0.0,0.0,42_C_4_244_20240301150451_0_P.csv,2024-02-02,1
42,014200000535754,014200000535754,035,4,802,2023010576331,0,Responsabilità civile autoveicoli terrestri,2023-12-05,P,,01,RCA,1,,10.0,Q,87.43,0.0,0.0,87.43,0.0,23.17,110.6,9.18,8.5,8.5,0.0,802,000,000,0.0,0.0,0.0,0.0,42_C_4_802_20240314154513_0_P.csv,2024-02-06,1
42,005400000504848,005400000504848,035,4,313,2013010467859,0,Responsabilità civile autoveicoli terrestri,2014-07-19,P,,6O,SPECIALE DIFESA,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,000,000,0.0,0.0,0.0,0.0,42_C_4_313_20240306131218_0_P.csv,2024-02-02,1
42,015100000142748,015100000142748,035,4,891,2014010839145,0,Responsabilità civile autoveicoli terrestri,2016-12-06,P,,ID,INFORTUNI,1,,23.0,Q,1.03,0.0,0.0,1.03,0.0,0.03,1.06,0.0,0.24,0.24,0.0,891,000,000,0.0,0.0,0.0,0.0,42_C_4_891_20240314154652_0_P.csv,2024-02-06,1
42,015000000660025,015000000660025,035,4,890,2018010131827,0,Responsabilità civile autoveicoli terrestri,2019-03-13,A,,01,RCA,1,,11.5,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,-21.65,890,000,000,0.0,0.0,0.0,0.0,42_C_4_890_20240314154352_0_P.csv,2024-02-06,1
42,000700000321703,000700000321703,035,4,376,2021010387859,0,Responsabilità civile autoveicoli terrestri,2022-07-23,P,,1B,PERSONA 360,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,000,000,0.0,0.0,0.0,0.0,42_C_4_376_20240306125256_0_P.csv,2024-02-03,1
42,080700000148377,080700000148377,035,4,704,2021010554224,0,Responsabilità civile autoveicoli terrestri,2021-12-10,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,26.0,0.0,0.0,26.0,0.0,2.6,28.6,0.0,5.2,5.2,0.0,704,000,000,0.0,0.0,0.0,0.0,42_C_4_704_20240314143030_0_P.csv,2024-02-05,1
42,004800000153551,004800000153551,035,4,316,2016010681230,0,Responsabilità civile autoveicoli terrestri,2017-12-31,A,,01,RCA,1,,10.0,Q,213.53,0.0,0.0,213.53,0.0,49.11,262.64,22.42,20.86,20.87,-0.01,316,000,000,0.0,0.0,0.0,0.0,42_C_4_316_20240306132003_0_P.csv,2024-02-02,1
42,080700000144512,080700000144512,035,4,704,2020010579214,0,Responsabilità civile autoveicoli terrestri,2021-11-27,A,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,26.0,0.0,0.0,26.0,0.0,2.6,28.6,0.0,5.2,5.2,0.0,704,000,000,0.0,0.0,0.0,0.0,42_C_4_704_20240314143030_0_P.csv,2024-02-05,1
42,000000008585428,000000008585428,035,4,122,2014102720337,0,Incendio,2016-06-30,A,,10,INCENDIO,10,Provv. Ricorrente,0.0,Q,99.82,4.32,9.97,114.11,0.0,25.39,139.5,0.0,27.84,12.08,15.76,122,000,000,0.0,0.0,0.0,0.0,42_C_4_122_20240301112716_0_P.csv,2024-02-01,1
42,034900000189154,034900000189154,035,4,259,2015010518258,0,Responsabilità civile autoveicoli terrestri,2019-08-24,A,,41,FURTO VEICOLI,1,,0.0,Q,66.1,0.0,0.0,66.1,0.66,8.92,75.02,0.0,0.0,0.0,0.0,259,000,000,0.0,0.0,0.0,0.0,42_C_4_259_20240301151328_0_P.csv,2024-02-02,1
42,064900000183369,064900000183369,035,4,621,2017010001186,0,Responsabilità civile autoveicoli terrestri,2022-05-25,P,,IP,INFORTUNI,1,,23.0,Q,7.73,0.0,0.0,7.73,0.0,0.19,7.92,0.0,1.78,1.78,0.0,621,000,000,0.0,0.0,0.0,0.0,42_C_4_621_20240314143637_0_P.csv,2024-02-04,1
42,015800000533666,015800000533666,035,4,855,2019010563630,0,Responsabilità civile autoveicoli terrestri,2020-09-20,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,7.18,0.0,0.0,7.18,0.07,0.97,8.15,0.0,4.3,0.0,4.3,855,000,000,0.0,0.0,0.0,0.0,42_C_4_855_20240314152012_0_P.csv,2024-02-06,1
